SalePrice,GrLivArea,OverallQual,SaleCondition,BldgType,YearBuilt,GarageCars,LotArea,HeatingQC,KitchenQual,MiscVal,YearRemodAdd,YrSold,RoofStyle,SaleType
135900,1716,5,Normal,2fmCon,1912,0,5687,Ex,Fa,0,2000,2008,Gable,WD
131000,1716,5,Normal,1Fam,1949,1,11409,Gd,TA,0,2008,2009,Gable,WD
235000,2263,7,Normal,1Fam,1977,2,16659,Fa,Gd,0,1994,2006,Gable,WD
167000,1644,6,Normal,1Fam,1953,2,9600,TA,TA,0,1953,2009,Hip,WD
142500,1003,6,Normal,1Fam,1984,2,7937,TA,TA,0,1984,2006,Gable,WD
152000,1558,5,Normal,1Fam,1950,1,13710,TA,TA,0,1950,2007,Gable,WD
239000,1950,7,Normal,1Fam,1997,2,7399,Ex,Gd,0,1998,2007,Hip,WD
175000,1743,6,Normal,1Fam,1968,2,11700,Gd,TA,0,1968,2007,Mansard,WD
158500,1152,6,Family,1Fam,1950,1,14000,Ex,Gd,0,2004,2009,Gable,WD
157000,1336,5,Normal,2fmCon,1953,1,15750,TA,TA,0,1953,2006,Hip,WD
267000,2452,8,Normal,1Fam,1998,2,16226,Ex,Gd,0,1999,2007,Gable,WD
205000,1541,7,Normal,1Fam,2001,3,13704,Ex,Gd,0,2002,2006,Gable,WD
149900,894,5,Abnorml,1Fam,1972,2,9800,TA,TA,0,1972,2006,Gable,WD
295000,3493,7,Normal,1Fam,1880,3,18386,Ex,Gd,0,2002,2008,Gable,WD
305900,2000,8,Normal,1Fam,2004,3,10386,Ex,Gd,0,2005,2007,Gable,WD
225000,2243,7,Normal,1Fam,1990,3,13474,Gd,Gd,0,1991,2007,Gable,WD
89500,1406,6,Normal,1Fam,1920,0,7920,TA,Fa,0,1950,2008,Gable,WD
82500,861,4,Normal,1Fam,1940,2,12342,Ex,TA,0,1950,2009,Gable,WD
360000,1944,9,Normal,1Fam,2003,3,12378,Ex,Ex,0,2004,2006,Gable,WD
165600,1501,6,Normal,1Fam,1993,2,7685,Gd,Gd,0,1994,2006,Gable,WD
132000,972,6,Normal,1Fam,1948,1,8000,Ex,TA,0,2002,2009,Gable,WD
119900,1118,5,Normal,2fmCon,1939,2,7800,TA,TA,0,1950,2006,Gable,WD
375000,2036,7,Normal,1Fam,1965,2,215245,TA,TA,0,1965,2009,Hip,WD
178000,1641,7,Normal,1Fam,1925,2,9600,Ex,Ex,0,1990,2006,Gable,WD
188500,1432,7,Normal,1Fam,2004,2,7795,Ex,Gd,0,2005,2009,Gable,WD
260000,2353,7,Normal,1Fam,1980,2,13005,TA,Ex,0,1980,2009,Gable,WD
270000,1959,8,Normal,1Fam,2006,3,9000,Ex,Gd,0,2006,2007,Gable,WD
260000,2646,7,Normal,1Fam,1993,3,9900,Ex,Gd,0,1993,2009,Gable,WD
187500,1472,7,Normal,1Fam,1980,2,14115,TA,TA,0,1980,2009,Gable,WD
342643,2596,9,Partial,1Fam,2006,3,16259,Ex,Gd,0,2006,2006,Gable,New
354000,2468,8,Normal,1Fam,2004,3,12099,Ex,Gd,0,2004,2007,Gable,WD
301000,2730,7,Normal,1Fam,1986,2,10380,Ex,Gd,0,1987,2007,Gable,WD
126175,1163,3,Normal,1Fam,1955,1,5820,Ex,TA,0,2005,2006,Gable,WD
242000,2978,7,Normal,1Fam,1967,2,11275,Ex,Gd,0,2007,2010,Mansard,WD
87000,803,5,Normal,1Fam,1941,2,5000,Po,TA,0,1950,2007,Gable,WD
324000,1719,8,Normal,TwnhsE,1993,2,10846,Ex,Gd,0,1993,2008,Gable,Con
145250,1383,6,Normal,1Fam,1960,1,11600,TA,TA,0,1960,2006,Hip,WD
214500,2134,6,Normal,1Fam,1916,2,11888,Gd,Gd,0,1994,2009,Gable,WD
78000,1192,5,Normal,1Fam,1920,1,6402,TA,TA,0,1950,2009,Gable,WD
119000,1728,5,Normal,Duplex,1964,1,10624,TA,TA,0,1964,2007,Gable,WD
139000,1056,5,Normal,1Fam,1958,1,8176,Fa,TA,0,1992,2007,Gable,WD
284000,1629,8,Normal,1Fam,2003,3,10655,Ex,Gd,0,2004,2009,Gable,WD
207000,1358,7,Normal,TwnhsE,2004,2,8198,Ex,Gd,0,2004,2008,Gable,WD
192000,1638,6,Normal,1Fam,1998,2,9042,Gd,TA,0,1998,2008,Gable,WD
228950,1786,5,Normal,2fmCon,1965,2,164660,Ex,TA,700,1965,2008,Gable,WD
377426,1922,9,Normal,1Fam,2005,3,14157,Ex,Gd,0,2006,2007,Hip,WD
214000,1536,7,Normal,1Fam,2002,2,9135,Ex,Gd,0,2003,2008,Gable,WD
202500,1621,7,Normal,1Fam,1984,2,14145,Ex,Gd,400,1998,2006,Gable,WD
155000,1215,6,Normal,1Fam,1958,1,12400,TA,TA,0,1998,2009,Hip,WD
202900,1908,8,Normal,1Fam,2002,2,14191,Ex,Gd,0,2002,2010,Gable,WD
82000,841,4,Normal,1Fam,1950,1,8400,Gd,TA,0,1950,2009,Gable,WD
87500,1040,3,Normal,Duplex,1949,2,8544,Fa,TA,0,1950,2006,Gable,WD
266000,1684,9,Normal,TwnhsE,2005,2,8849,Ex,Ex,0,2005,2008,Hip,WD
85000,1112,5,Normal,TwnhsE,1976,1,2592,TA,TA,0,1976,2010,Gable,WD
140200,1577,6,Normal,1Fam,1939,1,6435,Gd,Fa,0,1950,2006,Gable,WD
151500,958,6,Normal,1Fam,1960,1,12772,TA,TA,15500,1998,2007,Hip,WD
157500,1478,6,Normal,1Fam,1960,2,17600,Ex,TA,0,1960,2009,Gable,WD
154000,1626,7,Normal,Twnhs,2003,2,2448,Ex,Gd,0,2004,2008,Gable,WD
437154,2728,9,Partial,1Fam,2005,3,20431,Ex,Ex,0,2006,2006,Hip,New
318061,1869,9,Partial,TwnhsE,2007,2,7820,Ex,Ex,0,2007,2007,Hip,New
190000,1453,7,Abnorml,1Fam,1986,2,5271,Gd,Gd,0,1986,2006,Gable,WD
95000,1111,5,Normal,1Fam,1941,1,9084,TA,TA,0,1950,2008,Gable,ConLw
105900,720,6,Normal,1Fam,1928,2,8520,Gd,TA,0,2003,2010,Gable,WD
140000,1595,6,Normal,1Fam,1940,1,8400,Ex,TA,0,2000,2006,Gable,WD
177500,1200,6,Normal,1Fam,1995,2,11249,Ex,Gd,0,1995,2007,Gable,WD
173000,1167,6,Normal,1Fam,1992,2,9248,Gd,Gd,0,1992,2009,Gable,WD
134000,1142,5,Normal,TwnhsE,1976,2,4224,TA,TA,0,1976,2007,Gable,WD
130000,1352,5,Abnorml,1Fam,1958,1,6930,Ex,Gd,0,1958,2006,Hip,WD
280000,1924,8,Normal,1Fam,1998,2,12011,Ex,Gd,0,1998,2006,Gable,WD
156000,912,6,Normal,1Fam,1978,2,7540,Ex,TA,0,1978,2007,Gable,WD
145000,1505,5,Normal,1Fam,1940,1,9144,Gd,TA,0,1982,2008,Gable,WD
198500,1922,7,Normal,1Fam,2003,2,7301,Ex,Gd,0,2003,2009,Gable,ConLD
118000,987,6,Normal,Twnhs,1972,1,1680,Gd,Gd,0,2007,2009,Gable,WD
190000,1574,6,Normal,1Fam,1976,2,18800,TA,TA,0,1976,2006,Gable,WD
147000,1344,5,Normal,1Fam,1920,1,10690,Gd,TA,0,1997,2009,Hip,WD
159000,1394,6,Normal,1Fam,1963,2,9500,Gd,TA,0,1963,2009,Gable,WD
165000,1431,6,Normal,1Fam,1962,1,9150,Gd,TA,0,1962,2008,Gable,WD
132000,1268,5,Normal,1Fam,1954,1,7800,Gd,TA,0,1954,2010,Gable,WD
162000,1287,5,Normal,1Fam,1959,2,9830,Ex,Gd,0,2006,2010,Gable,WD
172400,1664,6,Normal,1Fam,2000,2,8121,Ex,TA,0,2000,2006,Gable,WD
134432,1588,4,Normal,1Fam,1959,2,17120,TA,TA,0,1959,2008,Gable,WD
125000,752,6,Normal,TwnhsE,1984,1,7175,TA,TA,0,1984,2010,Gable,WD
123000,1319,5,Normal,1Fam,1953,1,10634,TA,TA,0,1953,2009,Gable,WD
219500,1928,7,Normal,1Fam,2003,2,8200,Ex,Gd,0,2004,2007,Gable,WD
61000,904,1,Normal,1Fam,1922,0,10020,Gd,Fa,0,1950,2009,Gable,WD
148000,914,5,Normal,1Fam,1996,2,8846,Ex,TA,0,1996,2006,Gable,WD
340000,2466,8,Normal,1Fam,2004,2,11143,Ex,Gd,0,2005,2007,Gable,WD
394432,1856,9,Partial,1Fam,2010,3,11394,Ex,Ex,0,2010,2010,Hip,New
179000,1800,6,Normal,1Fam,2000,2,8123,Ex,TA,0,2000,2009,Gable,WD
127000,1691,5,Normal,1Fam,1924,1,5000,TA,Gd,0,1950,2010,Gable,WD
187750,1301,7,Partial,1Fam,2006,2,7200,Ex,Gd,0,2006,2006,Gable,New
213500,1797,7,Normal,1Fam,2006,2,9245,Ex,Gd,0,2006,2007,Gable,WD
76000,784,6,Normal,1Fam,1928,2,9000,TA,TA,0,1950,2009,Gable,WD
240000,1953,6,Normal,1Fam,1992,2,53107,Ex,Gd,0,1992,2007,Gable,WD
192000,1269,8,Normal,TwnhsE,2004,2,3182,Ex,Gd,0,2005,2010,Gable,WD
81000,1184,5,AdjLand,1Fam,1910,0,8410,TA,TA,0,1996,2006,Gambrel,WD
125000,1125,6,Abnorml,1Fam,1976,1,7200,Ex,TA,0,1976,2009,Hip,WD
191000,1479,7,Normal,1Fam,1999,2,9382,Ex,Gd,0,2000,2008,Gable,WD
426000,2332,10,Partial,1Fam,2007,3,12474,Ex,Ex,0,2008,2008,Gable,New
119000,1367,5,Normal,1Fam,1900,1,8405,Ex,TA,0,1950,2008,Gable,WD
215000,1961,6,Normal,1Fam,2001,2,12209,Ex,Gd,0,2002,2009,Gable,WD
106500,882,5,Normal,1Fam,1959,1,8339,TA,TA,1200,1959,2007,Gable,WD
100000,788,4,Abnorml,1Fam,1941,0,7446,TA,TA,0,1950,2006,Gable,WD
109000,1034,5,Normal,1Fam,1940,1,10134,Gd,TA,0,1950,2007,Gable,WD
129000,1144,5,Normal,1Fam,1956,1,9571,TA,TA,0,1956,2010,Gable,WD
123000,894,5,Normal,1Fam,1972,2,7200,TA,TA,0,1972,2009,Hip,WD
169500,1812,5,Normal,1Fam,1962,1,7590,TA,TA,0,1962,2007,Gable,WD
67000,1077,5,Abnorml,1Fam,1920,1,8967,Gd,TA,0,1950,2007,Gable,WD
241000,1550,7,Normal,1Fam,2006,2,8125,Ex,Gd,0,2007,2009,Gable,WD
245500,1288,8,Normal,TwnhsE,1996,2,14963,Ex,Ex,0,1996,2008,Gable,WD
164990,1310,7,Partial,1Fam,2005,2,8767,Ex,Gd,0,2005,2006,Gable,New
108000,672,5,Normal,1Fam,1940,1,10200,Ex,TA,0,1997,2008,Gable,WD
258000,2263,8,Abnorml,1Fam,1998,2,12090,Gd,Gd,0,1998,2006,Hip,WD
168000,1572,6,Normal,1Fam,1995,2,10364,Gd,TA,0,1996,2007,Gable,WD
150000,1620,4,Normal,1Fam,1976,2,9991,Ex,TA,0,1993,2009,Gable,WD
115000,1639,6,Normal,1Fam,1936,1,10480,Ex,TA,0,1950,2008,Gable,WD
177000,1680,6,Normal,1Fam,1915,1,15576,Ex,TA,0,1976,2008,Gable,WD
280000,2172,7,Partial,1Fam,2006,3,14154,Ex,Gd,0,2006,2007,Gable,New
339750,2078,8,Partial,1Fam,2007,3,10800,Ex,Ex,0,2008,2008,Gable,New
60000,1276,5,Abnorml,1Fam,1958,1,9571,TA,TA,0,1958,2009,Gable,COD
145000,1056,5,Normal,2fmCon,1955,2,34650,TA,TA,0,1955,2006,Hip,WD
222000,1478,7,Partial,1Fam,2009,2,4403,Ex,Gd,0,2009,2010,Gable,New
115000,1028,5,Normal,1Fam,1927,2,8960,Gd,TA,0,1950,2010,Gable,WD
228000,2097,7,Normal,1Fam,1993,3,11228,Ex,Gd,0,1993,2008,Gable,WD
181134,1340,7,Partial,1Fam,2007,2,8899,Ex,Gd,0,2007,2007,Gable,New
149500,1400,6,Normal,1Fam,1978,2,7844,TA,TA,0,1978,2006,Hip,WD
239000,2624,6,Normal,1Fam,1918,3,22420,TA,TA,0,1950,2007,Hip,WD
126000,1134,5,AdjLand,1Fam,1940,1,8160,Fa,TA,0,1950,2007,Gable,WD
142000,1056,5,Normal,1Fam,1968,1,8450,Ex,TA,0,1968,2010,Gable,WD
206300,1344,7,Alloca,Duplex,1997,4,7060,Ex,TA,0,1998,2008,Gable,WD
215000,1602,6,Normal,1Fam,1977,2,16635,Gd,Gd,0,2000,2009,Gable,WD
113000,988,5,Normal,1Fam,1954,2,21750,Ex,TA,0,1954,2008,Hip,WD
315000,2630,8,Normal,1Fam,1998,3,9200,Gd,Gd,0,1998,2008,Gable,WD
139000,1196,6,Normal,1Fam,1956,1,9000,Gd,TA,0,1956,2008,Gable,WD
135000,1389,7,Normal,1Fam,1946,1,3378,Gd,TA,0,1992,2009,Gable,WD
275000,1644,7,Normal,1Fam,1989,2,12800,Gd,Gd,0,1989,2009,Gable,WD
109008,907,4,Normal,1Fam,1957,1,8593,Ex,TA,0,1957,2008,Hip,WD
195400,1208,7,Partial,1Fam,2007,2,6762,Ex,Gd,0,2007,2007,Gable,New
175000,1412,6,Normal,1Fam,1988,2,11457,TA,Gd,0,1988,2009,Gable,WD
85400,987,6,Abnorml,Twnhs,1971,1,1680,TA,TA,0,1971,2008,Gable,COD
79900,1198,6,Abnorml,1Fam,1920,0,5586,Gd,TA,0,1998,2008,Gable,ConLD
122500,1365,5,Normal,TwnhsE,1971,2,1920,Ex,TA,0,1971,2007,Gable,WD
181000,1604,6,Normal,1Fam,1997,2,10839,Ex,TA,0,1998,2008,Gable,WD
81000,630,4,Normal,Twnhs,1972,0,1890,Gd,TA,0,1972,2008,Gable,WD
212000,1661,7,Normal,1Fam,1996,2,10667,Ex,Gd,0,1996,2009,Gable,ConLw
116000,1118,6,Normal,1Fam,1920,2,4400,TA,TA,0,1950,2006,Gable,WD
119000,904,6,Normal,1Fam,1926,1,6000,Gd,TA,0,2004,2009,Gable,WD
90350,694,5,Normal,1Fam,1913,1,4280,TA,Gd,0,2002,2007,Gable,WD
110000,1196,6,Normal,1Fam,1920,2,12354,Gd,Gd,800,2000,2009,Gable,ConLI
555000,2402,10,Normal,1Fam,2008,3,15431,Ex,Ex,0,2008,2009,Hip,WD
118000,1440,4,Normal,Duplex,1955,0,12108,TA,Fa,0,1955,2008,Gable,WD
162900,1573,5,Normal,1Fam,1930,2,6240,TA,TA,0,1992,2008,Gable,WD
172500,1258,7,Partial,TwnhsE,2006,3,3922,Ex,Gd,0,2007,2007,Gable,New
210000,1908,7,Normal,1Fam,1994,2,8750,Ex,Gd,0,1995,2008,Gable,WD
127500,1689,6,Normal,1Fam,1956,2,9855,Fa,TA,0,1956,2009,Hip,COD
190000,1888,6,Normal,1Fam,1966,2,16492,Ex,Gd,0,2002,2010,Gable,WD
199900,1886,7,Normal,1Fam,1998,2,11214,Gd,Gd,0,1999,2006,Gable,WD
119500,1376,6,Normal,1Fam,1937,1,8600,TA,TA,0,1950,2006,Gable,WD
120000,1183,3,Normal,1Fam,1948,1,6000,Ex,TA,0,2002,2007,Gable,WD
110000,813,6,Normal,1Fam,1930,1,5684,Ex,Gd,0,2005,2006,Hip,WD
280000,1533,7,Normal,1Fam,1975,2,70761,TA,Gd,0,1975,2006,Gable,WD
204000,1756,6,Normal,1Fam,1996,2,9303,Ex,TA,0,1997,2007,Hip,WD
210000,1590,8,Normal,1Fam,2008,2,9000,Ex,Gd,0,2008,2009,Gable,WD
188000,1728,5,Family,Duplex,1976,2,9297,TA,TA,0,1976,2006,Gable,WD
175500,1242,7,Normal,1Fam,1973,2,9600,Fa,TA,0,1973,2007,Hip,WD
98000,1344,5,Abnorml,1Fam,1916,3,4571,Fa,TA,0,1950,2008,Gable,COD
256000,1663,4,Normal,1Fam,1954,2,53227,Ex,Gd,0,1994,2008,Flat,WD
161000,1666,8,Normal,1Fam,1925,1,5100,Fa,Gd,0,1996,2008,Hip,WD
110000,1203,5,Normal,1Fam,1950,1,7015,TA,Gd,0,1950,2009,Gable,WD
263435,1935,8,Partial,1Fam,2009,2,8004,Ex,TA,0,2009,2009,Gable,New
155000,1135,7,Normal,1Fam,1936,2,7200,Ex,Gd,0,2007,2009,Gable,WD
62383,864,5,Normal,1Fam,1965,1,8281,Gd,TA,0,1965,2009,Gable,WD
188700,1660,6,Normal,1Fam,1934,1,11988,Fa,TA,0,1995,2008,Hip,WD
124000,1040,5,Normal,1Fam,1978,0,8430,TA,TA,0,1978,2009,Gable,WD
178740,1414,7,Normal,TwnhsE,2004,2,3072,Ex,Gd,0,2004,2006,Hip,WD
167000,1277,7,Normal,1Fam,1970,2,10628,TA,TA,0,1970,2007,Flat,WD
146500,1644,5,Normal,1Fam,1942,1,9480,Ex,Gd,0,1995,2007,Gable,WD
250000,1634,8,Normal,1Fam,2006,3,11428,Ex,Gd,0,2006,2007,Gable,WD
187000,1710,6,Normal,1Fam,1993,2,9291,Ex,Gd,0,1993,2008,Gable,WD
212000,1502,8,Normal,TwnhsE,1985,2,6820,TA,Gd,0,1985,2010,Gable,WD
190000,1969,7,Normal,1Fam,1977,2,11952,TA,TA,0,1977,2007,Mansard,WD
148000,1072,6,Normal,TwnhsE,2005,2,3675,Ex,TA,0,2005,2008,Gable,WD
440000,1976,8,Partial,1Fam,2006,3,14977,Ex,Gd,0,2007,2007,Gable,New
251000,1652,8,Normal,TwnhsE,2000,2,5330,Ex,Ex,0,2000,2007,Gable,WD
132500,970,5,Normal,1Fam,1963,2,8480,TA,TA,0,1963,2007,Hip,WD
208900,1493,6,Normal,1Fam,1997,2,13125,Ex,Gd,0,1998,2008,Gable,WD
380000,2643,9,Normal,1Fam,2006,3,13693,Ex,Ex,0,2006,2007,Hip,WD
297000,1718,8,Normal,1Fam,2007,3,10637,Ex,Gd,0,2008,2009,Hip,WD
89471,1131,4,Alloca,1Fam,1937,2,5925,TA,TA,0,2000,2007,Hip,WD
326000,1850,9,Normal,1Fam,2004,3,16033,Ex,Gd,0,2005,2006,Hip,WD
374000,1792,9,Normal,1Fam,2003,3,11846,Ex,Ex,0,2004,2006,Hip,WD
155000,1826,7,Normal,1Fam,1915,1,2500,Ex,Ex,0,2005,2009,Gable,WD
164000,1216,6,Normal,Twnhs,1998,2,4500,Ex,TA,0,1998,2006,Hip,WD
132500,999,5,Normal,1Fam,1962,1,7758,Gd,Gd,0,2001,2007,Gable,WD
147000,1113,5,Normal,1Fam,1950,1,9600,Gd,Gd,0,2007,2009,Gable,WD
156000,1073,5,Normal,1Fam,1965,2,10289,TA,TA,0,1965,2007,Hip,WD
175000,1484,5,Normal,1Fam,1971,2,12243,Gd,TA,0,1971,2007,Gable,WD
160000,2414,5,Normal,2fmCon,1900,2,10800,TA,TA,0,1970,2006,Gable,ConLD
86000,630,4,Normal,Twnhs,1970,1,1526,TA,Gd,0,2002,2009,Gable,WD
115000,1304,5,Normal,TwnhsE,1976,1,2665,TA,TA,0,1976,2008,Gable,WD
133000,1578,6,Normal,1Fam,1941,1,9490,TA,Fa,0,1950,2006,Gable,WD
172785,1456,6,Partial,1Fam,2006,2,15578,Gd,TA,0,2006,2006,Gable,New
155000,1269,5,Normal,1Fam,1960,1,7931,TA,TA,0,1960,2008,Gable,WD
91300,886,5,Normal,1Fam,1938,1,5784,Gd,TA,0,1996,2009,Gable,WD
34900,720,4,Abnorml,1Fam,1920,0,7879,TA,TA,0,1950,2009,Gable,WD
430000,3228,8,Normal,1Fam,1992,2,12692,Ex,Gd,0,1993,2007,Hip,WD
184000,1820,7,Normal,1Fam,1925,1,9120,Ex,TA,0,1950,2008,Gable,WD
130000,899,5,Normal,1Fam,1967,1,7800,Ex,Gd,0,2004,2009,Hip,WD
120000,912,5,Normal,1Fam,1958,1,7535,Fa,TA,480,1985,2007,Gable,WD
113000,1218,6,Normal,Twnhs,1973,1,1890,TA,TA,0,1973,2007,Gable,WD
226700,1768,7,Normal,1Fam,2005,2,9803,Gd,Gd,0,2005,2008,Gable,WD
140000,1214,5,Normal,1Fam,1965,2,9170,Ex,TA,400,1965,2007,Hip,WD
289000,1801,7,Normal,1Fam,1959,2,15602,TA,TA,0,1997,2010,Gable,WD
147000,1322,6,Normal,TwnhsE,1974,2,2308,TA,TA,0,1974,2009,Gable,WD
124500,1960,5,Normal,Duplex,1952,2,7596,Gd,TA,0,1952,2009,Hip,COD
215000,1911,8,Normal,1Fam,1993,2,9554,Ex,Gd,0,1994,2006,Gable,WD
208300,1218,6,Partial,1Fam,2009,2,7862,Ex,Gd,0,2009,2009,Gable,New
161000,1378,7,Normal,1Fam,1928,2,9600,Ex,Gd,0,2005,2008,Gambrel,WD
124500,1041,5,Normal,1Fam,1959,1,9600,Ex,TA,0,1959,2009,Gable,WD
164900,1363,5,Normal,1Fam,1951,1,14559,Ex,TA,2000,2000,2009,Hip,WD
202665,1368,7,Partial,TwnhsE,2005,2,6792,Ex,Gd,0,2006,2006,Gable,New
129900,864,5,Normal,1Fam,1958,2,9100,TA,TA,0,1958,2006,Gable,WD
134000,1080,6,Normal,1Fam,1983,2,9187,TA,TA,0,1983,2007,Gable,WD
96500,789,5,Normal,1Fam,1926,1,10594,Fa,TA,0,1950,2007,Gable,WD
402861,2020,10,Partial,1Fam,2009,3,12220,Ex,Ex,0,2009,2009,Hip,New
158000,2119,6,Abnorml,1Fam,1972,2,10448,TA,TA,0,1972,2009,Gable,COD
265000,2344,7,Normal,1Fam,1996,3,10208,Ex,Gd,0,1997,2009,Gable,WD
211000,1796,6,Normal,1Fam,1998,2,9531,Ex,TA,0,1998,2007,Gable,WD
234000,2080,7,Normal,1Fam,1926,1,10918,Ex,Gd,0,2004,2009,Gambrel,WD
106250,1294,4,Normal,2fmCon,1900,0,10800,TA,TA,0,2000,2008,Gable,WD
150000,1244,6,Normal,1Fam,1957,1,11988,Ex,TA,0,1957,2007,Gable,WD
159000,1664,6,Normal,1Fam,1947,2,5000,Ex,TA,0,1950,2006,Gable,WD
184750,4676,10,Partial,1Fam,2007,3,40094,Ex,Ex,0,2008,2007,Hip,New
315750,2398,7,Normal,1Fam,1996,3,11787,Ex,Gd,0,1997,2007,Gable,WD
176000,1266,7,Normal,1Fam,2005,2,7500,Ex,Gd,0,2005,2006,Gable,WD
132000,928,5,Normal,1Fam,1956,1,13300,TA,TA,0,2000,2007,Hip,WD
446261,2713,9,Partial,1Fam,2008,3,14948,Ex,Ex,0,2008,2008,Hip,New
86000,605,4,Normal,1Fam,1920,0,9098,Ex,TA,0,2002,2007,Gable,WD
200624,2515,6,Alloca,1Fam,1957,2,32668,TA,TA,0,1975,2007,Hip,WD
175000,1509,6,Abnorml,1Fam,1988,2,10200,Ex,Gd,0,1989,2008,Gable,WD
128000,1362,6,Normal,1Fam,1920,2,6155,Ex,TA,0,1999,2008,Gable,WD
107500,827,5,Normal,1Fam,1955,1,7200,Ex,TA,0,2007,2010,Gable,WD
39300,334,1,Normal,1Fam,1946,0,5000,Fa,Fa,0,1950,2007,Gable,WD
178000,1414,8,Normal,1Fam,2004,2,9056,Ex,Gd,0,2004,2006,Gable,WD
107500,1347,5,Normal,2fmCon,1910,0,7000,TA,TA,0,1991,2008,Gable,WD
188000,1724,7,Normal,1Fam,1998,2,8924,Ex,Gd,0,1999,2008,Gable,WD
111250,864,4,Normal,1Fam,1972,2,12735,TA,TA,0,1972,2008,Hip,COD
158000,1159,5,Normal,1Fam,1968,1,11553,TA,TA,0,1968,2006,Hip,WD
272000,1601,8,Normal,1Fam,2001,2,11423,Ex,Gd,2000,2002,2010,Gable,WD
315000,1838,9,Normal,1Fam,2006,3,14601,Ex,Ex,0,2006,2009,Hip,WD
248000,2285,8,Normal,1Fam,2000,3,11000,Ex,Gd,0,2000,2007,Gable,WD
213250,1680,7,Normal,1Fam,1998,2,10140,Ex,Gd,0,1999,2009,Hip,WD
133000,767,7,Normal,TwnhsE,1998,1,4058,Ex,TA,0,1998,2007,Gable,WD
179665,1496,7,Partial,1Fam,2006,2,17104,Ex,Gd,0,2006,2006,Gable,New
229000,2183,7,Normal,1Fam,1988,3,13837,Gd,Gd,0,1988,2006,Gable,WD
210000,1635,6,Normal,1Fam,1923,2,8737,Ex,TA,0,1950,2007,Gable,WD
129500,768,5,Normal,1Fam,1970,2,7244,Ex,TA,0,1970,2007,Gable,WD
125000,825,5,Normal,1Fam,1955,2,8235,TA,TA,0,1995,2008,Gable,WD
263000,2094,7,Normal,1Fam,2003,2,9375,Ex,Gd,0,2004,2009,Gable,WD
140000,1069,6,Abnorml,TwnhsE,1977,2,4043,TA,TA,0,1977,2008,Gable,COD
112500,928,5,Normal,1Fam,1957,1,6000,Gd,TA,0,1957,2008,Hip,WD
255500,1717,8,Normal,1Fam,2006,3,11146,Ex,Gd,0,2006,2009,Gable,WD
108000,1126,4,Normal,1Fam,1949,2,8777,Ex,Gd,0,2003,2009,Gable,WD
284000,2046,7,Normal,1Fam,2003,3,10625,Ex,Gd,0,2004,2008,Gable,WD
113000,1048,5,Normal,1Fam,1922,1,6380,TA,TA,0,1950,2006,Gable,WD
141000,1092,5,Normal,1Fam,1957,1,14850,TA,TA,0,1957,2006,Gable,WD
108000,1336,4,Normal,1Fam,1920,1,11040,Gd,TA,0,1950,2006,Gable,COD
175000,1446,7,Normal,1Fam,1996,2,21872,Ex,TA,0,1997,2008,Gable,WD
234000,1557,7,Normal,TwnhsE,2003,2,3196,Ex,Gd,0,2004,2006,Gable,WD
121500,1392,5,Normal,1Fam,1957,2,11341,TA,TA,0,1996,2010,Hip,WD
170000,1389,5,Normal,1Fam,1974,2,10010,Gd,TA,0,1975,2006,Gable,WD
108000,996,5,Normal,1Fam,1940,0,13907,Ex,TA,0,1969,2008,Gable,WD
185000,1674,6,Normal,1Fam,1918,2,21780,Ex,TA,0,1950,2008,Gable,WD
268000,2295,7,Normal,1Fam,1992,2,13346,Ex,Gd,0,2000,2006,Gable,WD
128000,1647,6,Normal,1Fam,1915,1,6858,TA,Fa,0,1950,2010,Gable,WD
325000,2504,9,Normal,1Fam,2005,3,11198,Ex,Ex,0,2007,2008,Hip,WD
214000,1535,7,Normal,1Fam,2004,2,10171,Ex,Gd,0,2004,2010,Gable,WD
316600,2132,8,Normal,1Fam,1983,2,12327,Ex,Gd,0,2009,2009,Gable,WD
135960,943,5,Normal,Duplex,1979,2,7032,TA,TA,0,1979,2006,Gable,WD
142600,1728,5,Normal,Duplex,1965,2,13101,TA,TA,0,1965,2008,Gable,WD
120000,864,6,Abnorml,1Fam,1959,1,7332,Ex,Gd,0,1959,2006,Gable,WD
224500,1692,7,Partial,1Fam,2009,2,13159,Gd,Gd,0,2009,2009,Gable,New
170000,1430,7,Normal,1Fam,2000,2,9967,Ex,TA,0,2000,2007,Gable,WD
139000,1109,5,Normal,1Fam,1971,1,10500,TA,TA,0,2005,2007,Gambrel,WD
118500,1216,5,Abnorml,1Fam,1947,1,8480,TA,TA,0,1950,2008,Gable,COD
145000,1477,7,Normal,1Fam,1928,1,6292,Gd,TA,0,1950,2009,Gable,WD
164500,1320,5,Abnorml,1Fam,1966,2,11777,Ex,TA,0,1966,2006,Gable,WD
146000,1392,7,Abnorml,TwnhsE,2007,2,3604,Ex,Gd,0,2007,2008,Gable,WD
131500,1795,5,Normal,1Fam,1954,1,12150,Ex,TA,0,1954,2008,Gable,WD
181900,1429,6,Normal,1Fam,1960,2,14585,Ex,Gd,0,1987,2007,Gable,WD
253293,2042,8,Partial,1Fam,2008,3,12704,Ex,Ex,0,2009,2009,Hip,New
118500,816,6,Normal,Duplex,1990,0,11841,TA,TA,0,1990,2007,Gable,WD
325000,2775,10,Normal,1Fam,1893,2,13500,Gd,Gd,0,2000,2008,Gable,WD
